,Case Number,Area of Impact,Standard of Evenidence,Event Number,Vehicle 1,Vehicle 2
1,61455,Undercarriage,Curb,2,1,9999
2,61455,Non-Harmful Event,Re-entering Roadway,3,1,5555
3,61455,Non-Harmful Event,Ran Off Roadway - Left,4,1,5555
4,61455,Undercarriage,Curb,5,1,9999
5,61455,5 Clock Point,Tree (Standing Only),6,1,9999
6,61455,Non-Harmful Event,Cross Median,7,1,5555
7,61455,Non-Collision,Rollover/Overturn,8,1,9999
0,61456,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,61456,Non-Collision,Rollover/Overturn,2,1,9999
2,61456,Not Reported,Traffic Sign Support ,3,1,9999
0,61457,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,61457,Non-Harmful Event,Ran Off Roadway - Right,2,1,5555
2,61457,12 Clock Point,Other Fixed Object,3,1,9999
3,61457,Non-Collision,Fire/Explosion,4,1,9999
0,61459,Non-Harmful Event,Cross Centerline,1,1,5555
1,61459,Non-Harmful Event,Ran Off Roadway - Left,2,1,5555
2,61459,12 Clock Point,Pedestrian,3,1,9999
0,61459,Non-Harmful Event,Ran Off Roadway - Left,1,1,9999
1,61459,Undercarriage,Curb,2,1,9999
2,61459,Unknown,Embankment,3,1,9999
3,61459,Unknown,Guardrail Face,4,1,9999
0,61462,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
0,61462,12 Clock Point,Pedestrian,1,1,9999
0,61464,12 Clock Point,Pedalcyclist,1,1,9999
0,61465,Non-Collision,Rollover/Overturn,1,1,9999
1,61465,Cargo/Vehicle Parts Set-In-Motion,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",2,1,2
0,61467,Non-Collision,Rollover/Overturn,1,1,9999
0,61468,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,61468,Undercarriage,Curb,2,1,9999
2,61468,9 Clock Point,Tree (Standing Only),3,1,9999
3,61468,Non-Collision,Rollover/Overturn,4,1,9999
0,61469,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,61469,Non-Harmful Event,Ran Off Roadway - Left,2,1,5555
2,61469,Not Reported,Bridge Rail (Includes parapet),3,1,9999
3,61469,Non-Harmful Event,Ran Off Roadway - Left,4,2,5555
4,61469,Not Reported,Bridge Rail (Includes parapet),5,2,9999
5,61469,Non-Collision,Rollover/Overturn,6,2,9999
6,61469,Other Objects Set-In-Motion,Parked Motor Vehicle ,7,2,3
0,61471,Non-Harmful Event,Cross Centerline,1,1,5555
1,61471,Non-Harmful Event,Ran Off Roadway - Left,2,1,5555
2,61471,Left,Traffic Sign Support ,3,1,9999
3,61471,Non-Collision,Rollover/Overturn,4,1,9999
4,61471,Left,Tree (Standing Only),5,1,9999
0,61473,12 Clock Point,Pedestrian,1,1,9999
0,61477,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61477,Left,Curb,2,1,9999
2,61477,Not Reported,Tree (Standing Only),3,1,9999
3,61477,Not Reported,Tree (Standing Only),4,1,9999
4,61477,Not Reported,Tree (Standing Only),5,1,9999
5,61477,Not Reported,Tree (Standing Only),6,1,9999
6,61477,Not Reported,Tree (Standing Only),7,1,9999
7,61477,Not Reported,Snow Bank,8,1,9999
0,61482,12 Clock Point,Pedestrian,1,1,9999
0,61488,12 Clock Point,Pedestrian,1,1,9999
0,61494,12 Clock Point,Pedestrian,1,1,9999
0,61495,12 Clock Point,Non-Motorist on Personal Conveyance,1,1,9999
0,61495,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
0,61496,Unknown,Pedestrian,1,1,9999
1,61496,12 Clock Point,Pedestrian,2,2,9999
2,61496,12 Clock Point,Pedestrian,3,3,9999
0,61499,12 Clock Point,Motor Vehicle In-Transport ,1,2,1
1,61499,Non-Collision,Rollover/Overturn,2,2,9999
2,61499,Non-Harmful Event,Ran Off Roadway - Left,3,1,5555
3,61499,12 Clock Point,Concrete Traffic Barrier,4,1,9999
0,61500,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,61500,Other Objects Set-In-Motion,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",2,1,2
0,61502,12 Clock Point,Pedestrian,1,1,9999
1,61502,Other Objects Set-In-Motion,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",2,1,2
0,61505,Not Reported,Pedestrian,1,1,9999
0,61507,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61507,12 Clock Point,Utility Pole/Light Support,2,1,9999
0,61509,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61509,12 Clock Point,Parked Motor Vehicle ,2,1,2
2,61509,Other Objects Set-In-Motion,Parked Motor Vehicle ,3,1,3
0,61510,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,61510,12 Clock Point,Motor Vehicle In-Transport ,2,2,3
0,61518,Non-Harmful Event,Ran Off Roadway - Left,1,1,9999
1,61518,Undercarriage,Curb,2,1,9999
2,61518,Left,Guardrail Face,3,1,9999
3,61518,Left,Traffic Sign Support ,4,1,9999
4,61518,Non-Harmful Event,Re-entering Roadway,5,1,9999
5,61518,Non-Harmful Event,Ran Off Roadway - Right,6,1,9999
6,61518,Undercarriage,Curb,7,1,9999
0,61520,Non-Harmful Event,Cross Centerline,1,1,5555
1,61520,12 Clock Point,Motor Vehicle In-Transport ,2,1,2
2,61520,Non-Collision,Rollover/Overturn,3,1,9999
0,61520,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61520,Undercarriage,Curb,2,1,9999
2,61520,Non-Collision,Rollover/Overturn,3,1,9999
0,61522,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61522,Non-Harmful Event,Re-entering Roadway,2,1,5555
2,61522,Non-Harmful Event,Cross Centerline,3,1,5555
3,61522,12 Clock Point,Motor Vehicle In-Transport ,4,1,2
4,61522,Non-Harmful Event,Ran Off Roadway - Left,5,1,5555
5,61522,Not Reported,Fence,6,1,9999
0,61522,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61522,Undercarriage,Curb,2,1,9999
2,61522,10 Clock Point,Parked Motor Vehicle ,3,1,2
3,61522,12 Clock Point,Wall,4,1,9999
0,61526,12 Clock Point,Motor Vehicle In-Transport ,1,2,1
1,61526,12 Clock Point,Motor Vehicle In-Transport ,2,3,1
0,61527,Non-Harmful Event,Ran Off Roadway - Right,1,1,9999
1,61527,Undercarriage,Curb,2,1,9999
0,61529,12 Clock Point,Pedestrian,1,1,9999
0,61532,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,61532,12 Clock Point,Other Fixed Object,2,1,9999
2,61532,Non-Collision,Fire/Explosion,3,1,9999
0,61533,12 Clock Point,Motor Vehicle In-Transport ,1,2,1
1,61533,Non-Harmful Event,Ran Off Roadway - Right,2,1,5555
2,61533,9 Clock Point,Traffic Signal Support,3,1,9999
3,61533,11 Clock Point,Motor Vehicle In-Transport ,4,2,3
0,61533,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,61533,Undercarriage,Curb,2,1,9999
2,61533,Not Reported,Tree (Standing Only),3,1,9999
3,61533,Not Reported,Tree (Standing Only),4,1,9999
4,61533,Not Reported,Tree (Standing Only),5,1,9999
0,61536,12 Clock Point,Pedestrian,1,1,9999
1,61536,Undercarriage,Pedestrian,2,2,9999
0,61537,Non-Harmful Event,Ran Off Roadway - Right,1,1,9999
1,61537,12 Clock Point,Fence,2,1,9999
2,61537,12 Clock Point,Tree (Standing Only),3,1,9999
3,61537,Non-Collision,Rollover/Overturn,4,1,9999
0,61539,12 Clock Point,Pedestrian,1,1,9999
0,61540,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,61540,Non-Harmful Event,Ran Off Roadway - Left,2,2,5555
2,61540,7 Clock Point,Concrete Traffic Barrier,3,1,9999
3,61540,12 Clock Point,Motor Vehicle In-Transport ,4,1,2
4,61540,Non-Harmful Event,Ran Off Roadway - Left,5,2,5555
5,61540,7 Clock Point,Concrete Traffic Barrier,6,2,9999
6,61540,11 Clock Point,Concrete Traffic Barrier,7,2,9999
7,61540,Non-Collision,Rollover/Overturn,8,1,9999
8,61540,Non-Collision,Fire/Explosion,9,2,9999
0,61547,Non-Harmful Event,"Equipment Failure (blown tire, brake failure, etc)",1,1,5555
1,61547,Non-Harmful Event,Ran Off Roadway - Left,2,1,5555
2,61547,Not Reported,Concrete Traffic Barrier,3,1,9999
3,61547,12 Clock Point,Parked Motor Vehicle ,4,1,2
0,61548,Non-Harmful Event,Cross Centerline,1,1,5555
1,61548,11 Clock Point,Motor Vehicle In-Transport ,2,1,2
2,61548,Non-Harmful Event,Cross Centerline,3,1,5555
3,61548,Non-Collision,Fell/Jumped from Vehicle,4,1,9999
4,61548,Non-Collision,Rollover/Overturn,5,1,9999
0,61555,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61555,Non-Harmful Event,Re-entering Roadway,2,1,5555
2,61555,Non-Harmful Event,Cross Centerline,3,1,5555
3,61555,Right-Front Side,Motor Vehicle In-Transport ,4,1,2
4,61555,Non-Harmful Event,Ran Off Roadway - Left,5,1,5555
5,61555,Not Reported,Fence,6,1,9999
0,61556,12 Clock Point,Pedestrian,1,1,9999
0,61557,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,61557,12 Clock Point,Concrete Traffic Barrier,2,1,9999
2,61557,Non-Collision,Rollover/Overturn,3,1,9999
3,61557,Top,Concrete Traffic Barrier,4,1,9999
4,61557,Top,Concrete Traffic Barrier,5,1,9999
0,61558,12 Clock Point,Pedestrian,1,1,9999
0,61559,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,61559,9 Clock Point,Motor Vehicle In-Transport ,2,1,3
2,61559,12 Clock Point,Motor Vehicle In-Transport ,3,2,5
3,61559,12 Clock Point,Motor Vehicle In-Transport ,4,3,4
4,61559,12 Clock Point,Motor Vehicle In-Transport ,5,5,3
5,61559,12 Clock Point,Motor Vehicle In-Transport ,6,5,6
0,61560,12 Clock Point,Pedestrian,1,1,9999
0,61563,Non-Collision,Rollover/Overturn,1,1,9999
1,61563,Non-Harmful Event,Ran Off Roadway - Left,2,1,5555
2,61563,Undercarriage,Curb,3,1,9999
0,61564,Non-Collision,Rollover/Overturn,1,1,9999
1,61564,Other Objects Set-In-Motion,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",2,1,2
0,61565,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61565,Not Reported,Traffic Sign Support ,2,1,9999
2,61565,Non-Collision,Rollover/Overturn,3,1,9999
0,61566,12 Clock Point,Pedestrian,1,1,9999
1,61566,12 Clock Point,Pedestrian,2,1,9999
0,61566,Left,Pedestrian,1,1,9999
0,61566,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,61566,Undercarriage,Curb,2,1,9999
2,61566,12 Clock Point,Traffic Sign Support ,3,1,9999
3,61566,12 Clock Point,Shrubbery,4,1,9999
4,61566,Non-Collision,Rollover/Overturn,5,1,9999
5,61566,Non-Harmful Event,Ran Off Roadway - Left,6,1,5555
6,61566,Not Reported,Guardrail Face,7,1,9999
7,61566,Not Reported,Bridge Pier or Support,8,1,9999
8,61566,Not Reported,Guardrail Face,9,1,9999
9,61566,Non-Harmful Event,Re-entering Roadway,10,1,5555
10,61566,Non-Collision,Rollover/Overturn,11,1,9999
0,61570,12 Clock Point,Pedestrian,1,1,9999
1,61570,12 Clock Point,Pedestrian,2,2,9999
0,61571,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,61571,Non-Collision,Rollover/Overturn,2,1,9999
0,61571,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61571,Undercarriage,Curb,2,1,9999
2,61571,12 Clock Point,Traffic Sign Support ,3,1,9999
3,61571,Set-In-Motion (Not a Clock Point),Pedestrian,4,1,9999
0,61572,Reported as Unknown,Pedestrian,1,1,9999
0,61574,Non-Harmful Event,End Departure,1,1,9999
1,61574,Not Reported,Other Fixed Object,2,1,9999
0,61577,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61577,Not Reported,Pedestrian,2,1,9999
2,61577,5 Clock Point,Tree (Standing Only),3,1,9999
3,61577,7 Clock Point,Tree (Standing Only),4,1,9999
4,61577,Not Reported,Boulder,5,1,9999
5,61577,Non-Harmful Event,Vehicle Went Airborne,6,1,5555
6,61577,Other Objects Set-In-Motion,Wall,7,1,9999
7,61577,Other Objects Set-In-Motion,Wall,8,1,9999
8,61577,Not Reported,Pedestrian,9,1,9999
9,61577,Not Reported,Wall,10,1,9999
0,61578,12 Clock Point,Pedestrian,1,1,9999
0,61578,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61578,Non-Harmful Event,Re-entering Roadway,2,1,5555
2,61578,Non-Harmful Event,Cross Centerline,3,1,5555
3,61578,Non-Harmful Event,Ran Off Roadway - Left,4,1,5555
4,61578,Non-Collision,Rollover/Overturn,5,1,9999
0,61579,Non-Harmful Event,Cross Centerline,1,1,5555
1,61579,7 Clock Point,Motor Vehicle In-Transport ,2,1,2
2,61579,12 Clock Point,Motor Vehicle In-Transport ,3,3,1
3,61579,7 Clock Point,Motor Vehicle In-Transport ,4,1,4
4,61579,Non-Harmful Event,Ran Off Roadway - Left,5,1,5555
5,61579,6 Clock Point,Bridge Rail (Includes parapet),6,1,9999
0,61580,12 Clock Point,Pedestrian,1,1,9999
0,61581,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61581,Undercarriage,Curb,2,1,9999
2,61581,Non-Collision,Rollover/Overturn,3,1,9999
3,61581,12 Clock Point,Railway Vehicle,4,1,9999
0,61582,12 Clock Point,Pedestrian,1,1,9999
0,61586,Undercarriage,Pedestrian,1,1,9999
0,61587,12 Clock Point,Pedestrian,1,1,9999
0,61588,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61588,1 Clock Point,Tree (Standing Only),2,1,9999
2,61588,Left-Front Side,Tree (Standing Only),3,1,9999
3,61588,Not Reported,Fence,4,1,9999
0,61588,Non-Collision,Rollover/Overturn,1,1,9999
0,61591,Non-Harmful Event,Cross Centerline,1,1,5555
1,61591,Left-Back Side,Motor Vehicle In-Transport ,2,1,2
2,61591,12 Clock Point,Motor Vehicle In-Transport ,3,1,3
3,61591,Non-Collision,Fire/Explosion,4,1,9999
4,61591,Non-Collision,Fire/Explosion,5,2,9999
5,61591,Non-Collision,Fire/Explosion,6,3,9999
0,61594,12 Clock Point,Motor Vehicle In-Transport ,1,2,1
0,61594,12 Clock Point,Pedestrian,1,1,9999
0,61595,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,61595,12 Clock Point,Motor Vehicle In-Transport ,2,2,3
2,61595,Other Objects Set-In-Motion,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",3,1,5
3,61595,12 Clock Point,Motor Vehicle In-Transport ,4,4,2
0,61596,Not Reported,Pedalcyclist,1,1,9999
0,61596,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,61596,Left,Guardrail Face,2,1,9999
2,61596,Non-Harmful Event,Re-entering Roadway,3,1,5555
3,61596,Non-Harmful Event,Ran Off Roadway - Right,4,1,5555
4,61596,Left-Front Side,Concrete Traffic Barrier,5,1,9999
0,61599,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61599,12 Clock Point,Parked Motor Vehicle ,2,1,2
2,61599,Not Reported,Pedestrian,3,1,9999
0,61599,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61599,Not Reported,Boulder,2,1,9999
2,61599,Not Reported,Boulder,3,1,9999
3,61599,Not Reported,Utility Pole/Light Support,4,1,9999
0,61599,12 Clock Point,Pedestrian,1,1,9999
0,61601,12 Clock Point,Pedalcyclist,1,1,9999
0,61605,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,61605,12 Clock Point,Guardrail End,2,1,9999
0,61607,12 Clock Point,Motor Vehicle In-Transport ,1,1,2
0,61609,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61609,Right-Front Side,Other Object (not fixed),2,1,9999
2,61609,Other Objects Set-In-Motion,Pedestrian,3,1,9999
3,61609,Other Objects Set-In-Motion,Parked Motor Vehicle ,4,1,2
4,61609,Right-Front Side,Pedestrian,5,1,9999
5,61609,Right,Parked Motor Vehicle ,6,1,2
0,61609,9 Clock Point,Wall,1,1,9999
1,61609,9 Clock Point,Pedestrian,2,1,9999
0,61610,12 Clock Point,Pedalcyclist,1,1,9999
0,61611,12 Clock Point,Pedalcyclist,1,1,9999
1,61611,Non-Harmful Event,Ran Off Roadway - Right,2,1,9999
2,61611,Not Reported,Traffic Sign Support ,3,1,9999
3,61611,Not Reported,Parked Motor Vehicle ,4,1,2
4,61611,Set-In-Motion (Not a Clock Point),Building,5,1,9999
5,61611,Set-In-Motion (Not a Clock Point),Pedestrian,6,1,9999
0,61611,Right-Front Side,Pedestrian,1,1,9999
1,61611,Right-Front Side,Pedestrian,2,1,9999
0,61611,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61611,12 Clock Point,Other Object (not fixed),2,1,9999
2,61611,12 Clock Point,Pedestrian,3,1,9999
0,61614,Non-Collision,Rollover/Overturn,1,1,9999
0,61615,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,61615,Undercarriage,Curb,2,1,9999
2,61615,Undercarriage,Curb,3,1,9999
3,61615,Right-Front Side,Tree (Standing Only),4,1,9999
0,61616,Non-Collision,Fell/Jumped from Vehicle,1,1,9999
0,61616,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61616,12 Clock Point,Parked Motor Vehicle ,2,1,2
2,61616,12 Clock Point,Parked Motor Vehicle ,3,1,3
3,61616,Other Objects Set-In-Motion,Parked Motor Vehicle ,4,1,3
4,61616,Not Reported,Other Object (not fixed),5,1,9999
5,61616,Not Reported,Parked Motor Vehicle ,6,1,2
6,61616,Not Reported,Other Object (not fixed),7,1,9999
0,61616,Non-Harmful Event,Cross Centerline,1,1,9999
1,61616,12 Clock Point,Motor Vehicle In-Transport ,2,1,2
0,61617,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,61617,Not Reported,Concrete Traffic Barrier,2,1,9999
2,61617,Non-Harmful Event,Re-entering Roadway,3,1,5555
3,61617,Non-Collision,Rollover/Overturn,4,1,9999
0,61618,Non-Harmful Event,Cross Centerline,1,1,5555
1,61618,12 Clock Point,Motor Vehicle In-Transport ,2,1,2
2,61618,Non-Collision,Fell/Jumped from Vehicle,3,1,9999
3,61618,Non-Harmful Event,Ran Off Roadway - Left,4,1,5555
4,61618,Not Reported,Tree (Standing Only),5,1,9999
5,61618,Non-Collision,Rollover/Overturn,6,1,9999
0,61619,12 Clock Point,Pedestrian,1,1,9999
0,61621,Non-Harmful Event,Cross Centerline,1,1,5555
1,61621,Non-Harmful Event,Cross Centerline,2,1,5555
2,61621,Right,Motor Vehicle In-Transport ,3,1,2
3,61621,Non-Harmful Event,Cross Centerline,4,1,5555
4,61621,Non-Harmful Event,Ran Off Roadway - Left,5,1,5555
5,61621,Not Reported,Embankment,6,1,9999
0,61621,Non-Harmful Event,Ran Off Roadway - Left,1,1,5555
1,61621,Undercarriage,Curb,2,1,9999
2,61621,Left,Tree (Standing Only),3,1,9999
0,61625,12 Clock Point,Pedestrian,1,1,9999
1,61625,12 Clock Point,Pedestrian,2,2,9999
2,61625,12 Clock Point,Pedestrian,3,3,9999
0,61626,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61626,Not Reported,"Other Post, Other Pole or Other Supports",2,1,9999
2,61626,Not Reported,Utility Pole/Light Support,3,1,9999
3,61626,Non-Collision,Rollover/Overturn,4,1,9999
0,61627,12 Clock Point,Pedestrian,1,1,9999
0,61627,12 Clock Point,Pedestrian,1,1,9999
0,61628,Non-Collision,Rollover/Overturn,1,1,9999
1,61628,Non-Harmful Event,Ran Off Roadway - Right,2,1,5555
2,61628,Non-Harmful Event,Vehicle Went Airborne,3,1,5555
3,61628,Not Reported,Other Object (not fixed),4,1,9999
0,61630,12 Clock Point,Pedestrian,1,1,9999
0,61630,12 Clock Point,Motor Vehicle In-Transport ,1,2,1
0,61633,Non-Harmful Event,Cross Centerline,1,1,5555
1,61633,Non-Harmful Event,Ran Off Roadway - Left,2,1,5555
2,61633,Non-Collision,Rollover/Overturn,3,1,9999
3,61633,Not Reported,Tree (Standing Only),4,1,9999
0,61636,2 Clock Point,Motor Vehicle In-Transport ,1,1,2
1,61636,Non-Harmful Event,Ran Off Roadway - Left,2,1,5555
2,61636,Non-Harmful Event,Cross Median,3,1,5555
3,61636,3 Clock Point,Motor Vehicle In-Transport ,4,1,4
4,61636,12 Clock Point,Motor Vehicle In-Transport ,5,1,3
0,61637,Unknown,Non-Motorist on Personal Conveyance,1,1,9999
1,61637,Unknown,Non-Motorist on Personal Conveyance,2,2,9999
0,61638,12 Clock Point,Motor Vehicle In-Transport ,1,2,1
0,61639,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61639,Not Reported,Traffic Sign Support ,2,1,9999
2,61639,Not Reported,Tree (Standing Only),3,1,9999
0,61639,12 Clock Point,Motor Vehicle In-Transport ,1,2,1
0,61641,12 Clock Point,Pedestrian,1,1,9999
0,61643,Right-Front Half,Pedestrian,1,1,9999
0,61645,Non-Harmful Event,Cross Centerline,1,1,5555
1,61645,Non-Harmful Event,Cross Centerline,2,1,5555
2,61645,Right,Motor Vehicle In-Transport ,3,1,3
3,61645,12 Clock Point,Motor Vehicle In-Transport ,4,1,2
4,61645,5 Clock Point,Motor Vehicle In-Transport ,5,1,3
5,61645,12 Clock Point,Motor Vehicle In-Transport ,6,4,1
6,61645,Non-Harmful Event,Ran Off Roadway - Right,7,1,5555
7,61645,Not Reported,Traffic Sign Support ,8,1,9999
8,61645,Non-Harmful Event,Cross Centerline,9,3,5555
9,61645,Non-Harmful Event,Ran Off Roadway - Left,10,3,5555
10,61645,Not Reported,Other Object (not fixed),11,3,9999
11,61645,Not Reported,Wall,12,3,9999
0,61647,12 Clock Point,Pedestrian,1,1,9999
0,61650,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61650,Non-Harmful Event,Re-entering Roadway,2,1,5555
2,61650,Non-Harmful Event,Cross Centerline,3,1,5555
3,61650,Non-Harmful Event,Ran Off Roadway - Left,4,1,5555
4,61650,Not Reported,Embankment,5,1,9999
0,61651,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61651,12 Clock Point,Shrubbery,2,1,9999
2,61651,12 Clock Point,Other Fixed Object,3,1,9999
3,61651,12 Clock Point,Traffic Sign Support ,4,1,9999
4,61651,Non-Harmful Event,Vehicle Went Airborne,5,1,5555
5,61651,12 Clock Point,Ground,6,1,9999
6,61651,12 Clock Point,Bridge Pier or Support,7,1,9999
7,61651,Non-Harmful Event,Vehicle Went Airborne,8,1,5555
8,61651,12 Clock Point,Guardrail Face,9,1,9999
9,61651,Non-Harmful Event,Re-entering Roadway,10,1,5555
10,61651,Non-Collision,Fire/Explosion,11,1,9999
0,61652,Non-Collision,Rollover/Overturn,1,1,9999
1,61652,Non-Harmful Event,Ran Off Roadway - Left,2,1,9999
2,61652,12 Clock Point,Guardrail Face,3,1,9999
3,61652,Non-Harmful Event,Re-entering Roadway,4,1,9999
4,61652,Not Reported,Motor Vehicle In-Transport ,5,1,2
5,61652,Non-Harmful Event,Ran Off Roadway - Right,6,2,9999
6,61652,12 Clock Point,Tree (Standing Only),7,2,9999
0,61652,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61652,Not Reported,Other Fixed Object,2,1,9999
2,61652,Non-Collision,Rollover/Overturn,3,1,9999
0,61653,12 Clock Point,Pedestrian,1,1,9999
0,61656,Non-Harmful Event,Cross Centerline,1,1,5555
1,61656,Non-Collision,Rollover/Overturn,2,1,9999
2,61656,Non-Harmful Event,Ran Off Roadway - Right,3,1,5555
3,61656,Not Reported,Curb,4,1,9999
4,61656,Other Objects Set-In-Motion,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",5,1,2
0,61659,Non-Harmful Event,Ran Off Roadway - Right,1,1,5555
1,61659,12 Clock Point,Parked Motor Vehicle ,2,1,2
0,61661,12 Clock Point,Pedestrian,1,1,9999
0,61662,12 Clock Point,Pedestrian,1,1,9999
1,61662,12 Clock Point,Pedestrian,2,2,9999
2,61662,12 Clock Point,Pedestrian,3,3,9999
0,61663,12 Clock Point,Pedestrian,1,1,9999
0,61663,Non-Harmful Event,Cross Centerline,1,1,9999
1,61663,12 Clock Point,Motor Vehicle In-Transport ,2,1,2
0,61665,12 Clock Point,Pedalcyclist,1,1,9999
